Date,TempMax,TempAvg,TempMin,DewMax,DewAvg,DewMin,HumidityMax,HumidityAvg,HumidityMin,WindMax,WindAvg,WindMin,PressureMax,PressureAvg,PressureMin,RainTotal,DateSeattle,DayBeforeRainSeattle,Season
1292016,31,29.1,25,30,27,23,100,91.7,85,9,3.9,0,27.2,27.1,27,0.15,1282016,0,Fall
12102016,36,32.5,30,34,32,30,100,97.9,92,8,3.8,0,27,26.9,26.9,0.26,1292016,0.09,Fall
12112016,42,31.5,26,30,27.1,24,100,85.5,49,12,4.3,0,27.1,27.1,27,0.24,12102016,0.32,Fall
12122016,40,33.5,27,30,25.5,20,89,73.4,53,16,7,0,27.2,27.1,27.1,0,12112016,0.21,Fall
12132016,34,27.7,23,23,20.7,18,92,75.4,59,10,4.3,0,27.2,27.2,27.1,0,12122016,0,Fall
12142016,36,29.9,25,31,26.9,21,96,88.4,78,18,8.5,0,27.2,27.1,26.9,0,12132016,0.09,Fall
12152016,40,33.2,32,36,32,30,100,95.6,86,10,4.6,0,26.8,26.8,26.6,0.26,12142016,0,Fall
12162016,32,26.1,11,31,23.2,3,100,89.2,67,22,12.5,0,27.1,26.7,26.6,0.16,12152016,0,Fall
12172016,19,10.2,3,5,2.5,-1,84,72.1,50,10,4.7,0,27.4,27.3,27.1,0.03,12162016,0,Fall
12182016,17,8.5,0,8,2.8,-4,87,77.9,65,10,3.6,0,27.6,27.6,27.4,0,12172016,0,Fall
12192016,18,14.8,7,15,9.8,3,91,80.6,68,15,4.1,0,27.6,27.5,27.4,0,12182016,0,Fall
12202016,25,21.9,15,23,19.7,12,96,91,84,14,5.4,0,27.5,27.3,27.3,0.04,12192016,0.11,Fall
12212016,28,19.6,10,24,16.2,9,96,86.8,78,14,3.7,0,27.5,27.4,27.4,0.05,12202016,0.71,Winter
12222016,23,14.6,8,14,10.1,5,92,82.8,65,13,3.2,0,27.4,27.2,27.1,0,12212016,0,Winter
12232016,31,18.8,9,29,15.8,6,96,88.2,81,14,4.8,0,27.1,26.9,26.7,0,12222016,0,Winter
12242016,31,26.1,21,26,23.3,17,96,89.1,75,20,8.2,0,26.8,26.7,26.7,0.44,12232016,0.49,Winter
12252016,26,18.3,10,16,11.9,7,88,76.5,63,13,6.2,0,27.2,27,26.8,0.19,12242016,0.39,Winter
12262016,24,14.3,7,15,8.8,3,92,79.4,68,14,5.7,0,27.4,27.4,27.2,0,12252016,0.1,Winter
12272016,33,24.6,16,27,19.7,10,93,81.8,64,18,9.2,0,27.3,27.2,27.1,0,12262016,0,Winter
12282016,28,18.3,12,21,14.8,10,96,86.8,72,9,2.9,0,27.5,27.4,27.3,0.03,12272016,0.29,Winter
12292016,27,12.7,6,14,7.7,2,92,81,58,16,3.3,0,27.5,27.4,27.3,0,12282016,0.05,Winter
12302016,16,8.8,2,12,4.8,-2,92,84.2,77,8,2.1,0,27.3,27.1,27.1,0,12292016,0,Winter
12312016,20,14.9,10,16,10.7,5,96,83.5,77,13,7.4,0,27.1,27.1,26.9,0,12302016,0.05,Winter
112017,19,14.6,2,14,10.5,-1,92,84.1,71,9,3,0,26.9,26.8,26.7,0,12312016,0.02,Winter
122017,23,16.2,14,17,12.8,11,92,86.7,78,8,2.7,0,27.1,26.9,26.8,0.03,112017,0.35,Winter
132017,24,21,17,21,18,14,96,88.5,71,6,1.4,0,27.1,27.1,27,0.02,122017,0.11,Winter
142017,26,23.6,20,23,21.3,17,96,90.8,85,10,2.6,0,27.1,27,26.9,0.25,132017,0.11,Winter
152017,21,11.7,-4,18,6.5,-10,95,80,64,12,5.3,0,27.3,27.2,27.1,0.34,142017,0,Winter
162017,5,-3,-9,-3,-8.2,-13,87,78.8,66,15,4.8,0,27.3,27.3,27.3,0,152017,0,Winter
172017,23,10.8,-7,21,6.4,-12,92,82.4,67,15,7.1,0,27.3,27.1,27.1,0,162017,0,Winter
182017,43,25.4,14,37,21.5,11,100,85.8,71,23,6.2,0,27.2,27,26.8,0.21,172017,0,Winter
192017,43,37.8,33,38,31.7,26,92,79.1,62,17,7.5,0,26.9,26.8,26.7,0.35,182017,0,Winter
1102017,39,33.8,32,38,32.8,30,100,95.9,87,18,8.7,3,26.8,26.7,26.5,0.36,192017,0.46,Winter
1112017,41,34.8,24,35,28.8,20,89,79.1,60,22,7.1,0,27,26.7,26.5,0.82,1102017,0.07,Winter
1122017,32,23.7,17,20,17,11,88,76.3,59,9,3.5,0,27.3,27.1,27,0.01,1112017,0.04,Winter
1132017,24,15.7,8,15,11.6,5,95,84.2,62,7,2.9,0,27.5,27.4,27.3,0,1122017,0,Winter
1142017,18,14.7,11,12,9.5,6,92,80.1,70,7,4.1,0,27.6,27.5,27.4,0,1132017,0,Winter
1152017,14,10.3,2,10,6.8,0,92,85.9,73,7,3.9,0,27.4,27.4,27.3,0,1142017,0,Winter
1162017,13,4.7,0,6,0.1,-5,88,81.2,73,6,3.2,0,27.5,27.4,27.4,0,1152017,0,Winter
1172017,16,6,0,6,1,-4,88,80.3,65,14,3.3,0,27.4,27.3,27.2,0,1162017,0,Winter
1182017,37,24.2,9,33,20.7,4,93,86.5,77,20,7.8,0,27.1,26.9,26.7,0,1172017,0.01,Winter
1192017,38,36.6,35,34,32.4,31,92,84.8,79,16,9.8,6,26.7,26.7,26.7,0.57,1182017,2.13,Winter
1202017,43,37.7,34,31,28.3,26,85,69.5,51,22,13.8,7,26.7,26.5,26.3,0.05,1192017,0.81,Winter
1212017,40,34.7,32,33,31.4,30,96,88.1,76,13,6.9,0,26.9,26.6,26.4,0,1202017,0.09,Winter
1222017,40,36.5,29,31,28,24,89,71.9,53,25,14.2,0,26.9,26.7,26.7,0.13,1212017,0,Winter
1232017,32,28.7,27,28,26.2,24,100,90.7,79,14,8.4,0,26.8,26.7,26.6,0,1222017,0.05,Winter
1242017,34,26.7,18,24,20.7,15,89,78.5,61,16,9.2,0,27.1,26.9,26.8,0.13,1232017,0.08,Winter
1252017,29,24,15,22,17,12,88,75.1,61,9,6.8,0,27.3,27.2,27.1,0,1242017,0,Winter
1262017,30,25.8,18,25,22.1,17,96,85.8,72,8,3.5,0,27.6,27.4,27.3,0,1252017,0,Winter
1272017,26,20.8,16,22,16.6,11,96,83.9,71,7,3.9,0,27.8,27.7,27.6,0,1262017,0,Winter
1282017,24,22.6,21,22,17.6,16,96,81.7,74,12,5.5,0,27.8,27.8,27.8,0,1272017,0,Winter
1292017,25,17.6,12,14,11.1,8,88,76,58,10,5,0,27.8,27.7,27.6,0,1282017,0,Winter
1302017,22,16.5,10,15,11.8,5,92,82.2,74,8,2.6,0,27.5,27.4,27.3,0,1292017,0,Winter
1312017,24,20.7,17,18,16,14,88,82.5,74,9,3.1,0,27.3,27.2,27.1,0,1302017,0.05,Winter
212017,28,24.2,20,23,20.4,17,96,85.9,72,9,5.7,0,27.2,27.1,27.1,0,1312017,0,Winter
222017,30,27.1,26,25,23,21,93,84.5,75,15,5.1,0,27.2,27.2,27.1,0,212017,0,Winter
232017,43,34.2,27,33,26.8,20,79,74.1,65,18,12,0,27.1,26.9,26.8,0,222017,0,Winter
242017,42,40.5,38,36,33.5,32,89,76.2,70,15,11.1,8,26.9,26.9,26.8,0,232017,0.03,Winter
252017,48,44.1,38,34,31.6,29,86,62.5,48,21,14.8,9,26.9,26.8,26.6,0.06,242017,0.85,Winter
262017,48,42.8,36,39,33,30,82,68.7,52,15,8.7,0,26.8,26.6,26.6,0,252017,0.89,Winter
272017,40,34.9,32,34,31.9,29,100,89.1,70,15,8.8,0,26.9,26.7,26.6,0.04,262017,0.88,Winter
282017,48,41,33,41,35,30,89,79.4,56,17,11.7,3,27.1,27,27,0.37,272017,0.47,Winter
292017,56,51.7,46,41,39.6,38,83,64.2,51,18,14.3,6,27,26.8,26.8,0.18,282017,0.01,Winter
2102017,52,45.3,37,42,38,33,93,77,50,15,5.2,0,27.1,26.9,26.8,0.09,292017,1.08,Winter
2112017,41,34.8,28,34,26.1,23,89,72,51,16,8.8,0,27.5,27.3,27.1,0.04,2102017,1.26,Winter
2122017,41,32.5,26,28,24,20,92,72.1,53,10,5.5,0,27.5,27.5,27.4,0,2112017,0.01,Winter
2132017,42,31.1,25,30,25,21,92,79.2,57,10,2.3,0,27.4,27.4,27.3,0,2122017,0,Winter
2142017,41,30.8,25,30,25.2,22,92,80.6,60,8,3.1,0,27.4,27.3,27.3,0,2132017,0,Winter
2152017,43,30.7,22,33,25.7,21,96,82.6,56,8,2.9,0,27.3,27.2,27,0,2142017,0,Winter
2162017,56,45.8,37,41,34.6,31,86,66.9,39,30,12,0,26.9,26.8,26.7,0,2152017,0.78,Winter
2172017,51,42.5,36,38,33.4,27,93,72,39,17,8.8,3,26.9,26.7,26.6,0.05,2162017,1.5,Winter
2182017,50,46.4,42,42,39.7,37,93,78.1,64,25,13.2,0,26.6,26.5,26.5,0.12,2172017,0.08,Winter
2192017,51,43.7,39,40,36.6,29,93,76.8,43,17,8.7,0,26.8,26.7,26.6,0.11,2182017,0.01,Winter
2202017,57,49.2,42,41,37.5,33,86,64.8,49,24,14.3,5,26.9,26.8,26.8,0.04,2192017,0,Winter
2212017,55,48.2,40,41,31.6,24,83,54.9,31,23,14.6,0,27.1,26.9,26.8,0.05,2202017,0,Winter
2222017,40,35.3,31,31,28.3,26,92,76.4,60,17,9.4,0,27.1,27,26.9,0,2212017,0.19,Winter
2232017,34,31.9,30,28,24.7,22,85,75,66,29,21.2,14,27,26.9,26.9,0,2222017,0.07,Winter
2242017,36,28,0,32,16.7,0,100,57,0,21,8.9,0,27.2,22.4,0,0,2232017,0,Winter
2252017,39,29.7,21,20,15.8,13,75,58.2,38,9,4.6,0,27.2,27.1,27,0,2242017,0.01,Winter
2262017,38,32.5,29,30,22.4,16,96,68.2,44,22,11.4,0,27,26.8,26.7,0,2252017,0,Winter
2272017,35,31.5,28,28,24.9,20,92,77.3,54,16,6.1,0,26.8,26.8,26.7,0.01,2262017,0,Winter
2282017,42,31.8,26,27,24.6,19,92,76.8,43,22,7.5,0,27.3,26.9,26.8,0.03,2272017,0.19,Winter
312017,49,38.1,30,26,23.8,21,75,58.3,35,10,7.3,0,27.4,27.4,27.3,0.02,2282017,0.15,Winter
322017,51,40.8,32,27,24.2,22,70,52.9,35,16,10.5,6,27.4,27.4,27.2,0,312017,0.02,Winter
332017,56,42.6,34,28,25.9,23,72,54.3,33,17,6.7,0,27.2,27.2,27,0,322017,0,Winter
342017,54,46.5,39,39,34.7,29,87,65.3,43,17,12.3,0,26.9,26.7,26.6,0,332017,0.09,Winter
352017,45,38.5,32,34,26.1,19,92,62.7,41,17,8.8,0,26.8,26.6,26.6,0.1,342017,0.36,Winter
362017,37,33.1,31,29,22,13,88,65.9,42,15,6.8,0,27.1,27,26.8,0,352017,0.04,Winter
372017,43,38.4,33,37,32,26,89,78.2,60,17,11,5,27.2,27.2,27.1,0.04,362017,0,Winter
382017,58,48.2,41,41,36.8,33,82,66.7,39,13,8.5,5,27.2,27.1,27.1,0.05,372017,0.02,Winter
392017,58,50.5,45,48,44,41,93,79.4,60,14,9.6,5,27.2,27.2,27.1,0.04,382017,0.73,Winter
3102017,60,51.3,41,46,38.9,32,89,65.5,36,13,8.4,3,27.2,27.2,27.1,0.06,392017,0.2,Winter
3112017,62,49.5,39,40,33.3,30,80,56.2,32,18,11.5,3,27.2,27.2,27.1,0.01,3102017,0.65,Winter
3122017,61,48.4,37,39,31.4,19,93,58.3,20,10,4.4,0,27.3,27.3,27.2,0.01,3112017,0.01,Winter
3132017,67,52,39,35,29.1,26,63,44,23,9,4.7,0,27.3,27.2,27.1,0,3122017,0.37,Winter
3142017,73,58.4,46,39,35.1,33,61,43.5,26,14,10.3,5,27.1,27.1,27.1,0,3132017,0.03,Winter
3152017,69,57.2,46,50,35.8,29,89,48.4,22,16,10.6,5,27.1,27,26.9,0,3142017,0.8,Winter
3162017,60,53.1,49,49,41.2,33,90,66.8,36,14,7.3,0,27.2,27.1,27,0.14,3152017,0.43,Winter
3172017,72,58.5,48,38,34.5,32,63,43.1,24,21,10.8,0,27.2,27.1,27,0,3162017,0.61,Winter
3182017,63,57,52,45,38.3,34,72,50,39,15,8.8,0,27,27,26.9,0,3172017,0,Winter
3192017,62,53.1,49,50,46.9,41,93,80.3,46,13,6.4,0,27.1,27.1,27,0.06,3182017,0.73,Winter
3202017,64,55.3,49,46,42,39,86,62.4,41,15,10.1,3,27.1,27,26.9,0.13,3192017,0.29,Winter
3212017,61,52.9,47,49,42.4,39,83,67.9,50,14,8.5,3,26.9,26.9,26.8,0,3202017,0,Winter
3222017,60,51.1,44,39,35.6,26,80,58.9,28,20,9.3,5,27,26.9,26.9,0.09,3212017,0.07,Spring
3232017,55,45.9,37,39,29.4,22,83,56.6,28,21,12,6,27.1,27,26.9,0,3222017,0.14,Spring
3242017,53,47.2,44,45,34.7,25,93,64.2,38,26,13.9,0,27.1,27,27,0,3232017,0.02,Spring
3252017,57,46.3,37,39,33.5,27,93,65.1,35,13,5.8,0,27.1,27.1,27,0.19,3242017,0.26,Spring
3262017,58,47.2,40,37,31,27,66,54.4,33,22,11.3,0,27,27,26.9,0,3252017,0.25,Spring
3272017,55,46.4,40,41,35.9,29,93,69.5,40,22,11.3,0,27.2,27,26.9,0.12,3262017,0,Spring
3282017,54,44.4,34,33,30.7,29,85,61.3,40,15,6.9,0,27.3,27.3,27.2,0,3272017,0.39,Spring
3292017,60,49.7,40,48,38.3,31,93,67.3,39,17,9,0,27.3,27.1,27,0,3282017,0.19,Spring
3302017,50,40.1,33,47,37.6,29,100,91.9,58,30,19.7,0,27,26.8,26.8,0.31,3292017,0.4,Spring
3312017,61,49.7,41,38,33.7,29,66,55,41,26,19.8,8,27.1,27,26.9,1.28,3302017,0.22,Spring
412017,61,49.4,36,38,34.1,28,86,59,29,13,5.7,0,27.2,27.1,27.1,0,3312017,0,Spring
422017,58,50.6,42,42,30.2,16,77,50.1,20,23,13.8,5,27.1,27.1,27,0,412017,0,Spring
432017,51,41.5,31,27,21.8,16,79,48.3,26,22,11.5,3,27.1,27.1,27,0,422017,0.04,Spring
442017,56,43.8,29,22,16.1,1,72,38.4,11,15,7.1,0,27.2,27.1,27.1,0,432017,0.04,Spring
452017,72,58.2,44,36,24.8,0,51,29.1,0,18,11,0,27.1,27.1,26.9,0,442017,0,Spring
462017,65,59.5,55,47,38,31,74,46.4,30,21,11.9,5,26.9,26.9,26.7,0,452017,0.18,Spring
472017,60,55.8,47,42,36.3,30,66,48.8,33,38,13.8,0,26.8,26.7,26.6,0.01,462017,0.4,Spring
482017,49,44.4,36,38,33.7,28,86,66.8,48,23,10.3,0,27,26.8,26.7,0,472017,0.34,Spring
492017,52,41.7,30,30,25.9,22,92,58,33,14,5.5,0,27.2,27.1,27.1,0.08,482017,0.02,Spring
4102017,56,47.2,41,36,25,19,79,44.3,24,16,10.2,0,27.1,27.1,27,0,492017,0.01,Spring
4112017,56,47.2,40,41,28.8,19,77,50.4,34,21,13.2,8,27.1,27,26.9,0.03,4102017,0.2,Spring
4122017,71,57.5,43,39,35.8,31,76,48.7,25,23,13.2,7,27,26.9,26.7,0,4112017,0.18,Spring
4132017,57,49,43,45,39.7,34,93,71.3,54,22,9,0,26.9,26.8,26.7,0,4122017,0.35,Spring
4142017,47,39.2,33,39,34.2,29,97,83.7,51,18,9.4,0,27.2,27.1,26.9,0.15,4132017,0.54,Spring
4152017,56,43.7,31,31,26.5,23,85,55.3,29,8,3.7,0,27.3,27.2,27.1,0.14,4142017,0.06,Spring
4162017,69,54.4,41,36,30.1,26,60,41.5,21,18,10.3,3,27.1,27,26.8,0,4152017,0.01,Spring
4172017,62,55.1,47,46,36.5,30,83,52.6,30,21,7.6,0,27,27,26.9,0.05,4162017,0,Spring
4182017,60,51.2,45,46,42.4,37,93,73,49,16,6.7,0,27.1,27,27,0.09,4172017,0,Spring
4192017,65,52,40,38,35.2,31,86,56.9,29,15,8.5,0,27.2,27.1,27.1,0.34,4182017,0.12,Spring
4202017,55,48,41,40,37,31,82,66.3,46,26,9.9,0,27.3,27.1,27.1,0,4192017,0.43,Spring
4212017,59,47.3,35,37,32.4,28,89,60.6,33,18,6.8,0,27.3,27.3,27.2,0.15,4202017,0.35,Spring
4222017,70,57.2,41,34,29.4,24,65,38.2,21,36,18.7,8,27.2,27,26.8,0,4212017,0.01,Spring
4232017,63,56.5,49,44,39.7,33,74,54.8,35,18,6.5,0,26.9,26.9,26.8,0,4222017,0,Spring
4242017,54,47.5,44,43,41,39,90,78.9,59,15,8.7,3,26.8,26.8,26.8,0.01,4232017,0.07,Spring
4252017,57,48.9,41,41,34.9,30,86,61.1,36,17,10.7,0,27,26.9,26.8,0.27,4242017,0.54,Spring
4262017,53,47.9,42,45,42.3,38,93,81.3,66,17,7.8,0,26.9,26.8,26.8,0,4252017,0.01,Spring
4272017,51,44.1,39,37,30.2,24,89,61,35,23,13.8,5,27,27,26.9,0.32,4262017,0.05,Spring
4282017,57,46.6,35,32,30.3,28,86,56.4,33,25,16.2,6,27.2,27.1,27,0,4272017,0,Spring
4292017,61,49,35,35,29.4,23,82,50.9,24,10,4.5,0,27.3,27.2,27.1,0,4282017,0.04,Spring
4302017,66,55.3,45,39,34.7,30,63,46.5,37,14,7.7,0,27.2,27.1,27.1,0,4292017,0,Spring
512017,59,50.3,39,35,30.3,28,70,47.9,31,15,9.6,0,27.2,27.1,27.1,0,4302017,0.14,Spring
522017,65,55.4,47,40,37,32,74,51.8,35,22,9,0,27.2,27.1,27.1,0,512017,0.08,Spring
532017,73,59.8,44,45,39.8,36,74,50.6,28,12,5.8,0,27.3,27.2,27.1,0,522017,0.03,Spring
542017,85,69.3,53,48,42.4,39,64,41.5,20,16,10.6,7,27.2,27.1,26.9,0,532017,0.23,Spring
552017,80,69.2,62,54,46.2,39,67,45.1,28,28,15.6,5,26.9,26.8,26.8,0,542017,0.01,Spring
562017,63,52.2,45,53,42.4,37,86,69.5,57,24,15.6,5,26.9,26.8,26.8,0.03,552017,0.64,Spring
572017,63,51.1,41,37,34.1,32,73,54.2,35,22,14.6,10,27,27,26.9,0.04,562017,0.06,Spring
582017,67,53.8,40,41,34.8,31,73,50.6,33,12,5.4,0,27.1,27.1,27,0,572017,0.01,Spring
592017,73,59.5,45,42,36.8,31,80,46.9,21,13,6.2,0,27,27,26.9,0,582017,0,Spring
5102017,80,65.1,50,41,37.8,31,68,40.9,17,12,6,0,27,26.9,26.9,0,592017,0,Spring
5112017,83,70.7,57,46,39.9,37,47,34,20,17,11.1,3,27,26.9,26.8,0,5102017,0,Spring
5122017,67,51,43,42,38.2,33,86,63.8,33,26,11.6,0,27,26.9,26.9,0,5112017,0.08,Spring
5132017,55,41.2,31,36,32.9,27,100,76,34,21,4.6,0,27,27,26.9,0.04,5122017,0.39,Spring
5142017,58,48.8,36,37,31.2,26,82,54.3,31,13,5.9,0,27.1,27,26.9,0.01,5132017,0.19,Spring
5152017,64,51.8,37,34,28.9,26,79,45.4,24,14,5.9,0,26.9,26.9,26.8,0,5142017,0,Spring
5162017,52,46.8,39,46,38.7,27,93,75.4,43,24,11.8,3,26.8,26.7,26.6,0,5152017,0.04,Spring
5172017,48,43.7,38,38,34.4,31,83,70.3,54,24,11.9,5,27,26.9,26.9,0,5162017,0.38,Spring
5182017,63,52.7,40,42,38.3,34,86,60,43,15,7,0,27.1,27.1,27,0.01,5172017,0.1,Spring
5192017,71,59,46,45,38.1,29,83,51.3,21,14,6.6,0,27.1,27.1,27,0,5182017,0,Spring
5202017,76,63.2,52,45,40.8,37,66,46.3,26,23,7.6,0,27.1,27.1,27,0,5192017,0,Spring
5212017,75,63.1,49,47,44.8,42,83,53.8,36,12,6.6,0,27.2,27.2,27.1,0,5202017,0,Spring
5222017,81,67.5,53,48,43,31,74,45.7,16,14,6.5,0,27.2,27.2,27.1,0,5212017,0,Spring
5232017,86,71.3,56,44,40.5,36,57,35.6,18,13,7.8,3,27.1,27.1,26.9,0,5222017,0,Spring
5242017,72,65.7,54,45,31.3,16,57,30.9,13,24,16.4,0,26.9,26.8,26.7,0,5232017,0,Spring
5252017,66,55.5,44,41,32.8,29,64,44.1,28,16,9.5,3,26.8,26.8,26.8,0,5242017,0,Spring
5262017,72,59.7,49,44,40.5,34,80,53,25,21,10.3,3,27.1,26.9,26.8,0,5252017,0,Spring
5272017,77,64,49,42,38.3,33,71,42.8,21,12,6.2,0,27.2,27.1,27.1,0,5262017,0,Spring
5282017,84,70,56,42,38.8,32,56,35.5,15,9,5.3,0,27.2,27.2,27.1,0,5272017,0,Spring
5292017,87,73.6,58,44,40.2,32,58,34.1,14,10,5.7,0,27.1,27.1,27,0,5282017,0,Spring
5302017,92,78.2,62,48,41,34,50,29.2,13,36,10.9,0,27,26.9,26.8,0,5292017,0,Spring
5312017,86,68.8,0,49,41.4,0,50,32.5,0,20,8.1,0,26.8,26.8,26.7,0,5302017,0,Spring
612017,68,63.2,59,56,50.3,46,83,63.6,50,17,6.6,0,27,26.9,26.8,0,5312017,0.01,Spring
622017,81,67.6,52,52,45.8,42,83,50.7,25,10,5.5,0,27.1,27.1,27,0.03,612017,0.12,Spring
632017,91,75.8,63,54,45.9,38,52,36.5,15,16,9.5,5,27,26.9,26.9,0,622017,0.01,Spring
642017,87,71.1,58,52,46.9,40,72,44.1,21,33,12,0,27,26.9,26.8,0,632017,0,Spring
652017,76,63.1,50,50,41.9,32,89,51,22,12,7.2,0,27.1,27.1,27,0,642017,0,Spring
662017,87,70.5,55,50,41.9,32,64,39.1,18,14,7.5,0,27.1,27,26.9,0,652017,0,Spring
672017,97,78.3,62,53,47.5,42,54,35.9,16,16,7.3,0,26.9,26.8,26.7,0,662017,0,Spring
682017,76,69,62,51,43.9,34,60,41.9,22,18,8.5,0,26.9,26.8,26.7,0,672017,0,Spring
692017,73,61,50,47,40.9,32,80,52.5,22,18,6.5,0,26.9,26.9,26.7,0,682017,0.15,Spring
6102017,65,55.6,49,47,39.4,31,86,58.3,28,23,6.8,0,26.9,26.9,26.8,0,692017,0.19,Spring
6112017,62,52.6,44,53,40.2,0,100,67.3,0,25,10.4,3,26.9,26.8,26.7,0,6102017,0.05,Spring
6122017,62,53.2,49,51,48.6,47,100,85.2,62,13,6.3,0,26.9,26.8,26.7,0.21,6112017,0,Spring
6132017,68,56.7,48,48,42.9,39,93,63.6,35,18,8.2,0,27,27,26.9,0.96,6122017,0,Spring
6142017,73,63,49,46,39,30,83,46,21,13,5.6,0,27.1,27.1,27,0,6132017,0,Spring
6152017,78,67.6,57,49,41.8,38,59,40.8,27,12,6,0,27.1,27,27,0,6142017,0,Spring
6162017,73,67.2,61,54,48,43,78,51.1,40,16,8.1,0,27.1,27.1,27,0,6152017,0,Spring
6172017,76,66.1,55,47,43.1,35,74,46.1,23,13,7.7,0,27.1,27.1,27.1,0,6162017,1.05,Spring
6182017,85,70.5,56,52,46.4,42,62,43.9,31,15,7.2,0,27.2,27.1,27.1,0,6172017,0,Spring
6192017,95,79.6,62,53,49.9,44,70,39.6,17,14,6.8,0,27.1,27.1,26.9,0,6182017,0.06,Spring
6202017,96,83.5,71,58,55,50,61,38.9,25,16,8.9,0,27.1,27,26.9,0,6192017,0,Spring
6212017,85,74.3,62,51,43.4,31,58,35.9,15,18,13.6,6,27.1,27,27,0,6202017,0,Spring
6222017,82,70.4,56,39,32.2,28,42,26,14,23,14.1,0,27.1,27.1,27,0,6212017,0,Summer
6232017,83,68.9,51,38,33.1,27,54,29.9,13,14,6.2,0,27.2,27.2,27.1,0,6222017,0,Summer
6242017,88,72.5,56,42,37.2,27,53,31.3,11,12,5.6,0,27.2,27.1,27.1,0,6232017,0,Summer
6252017,97,79.5,61,45,39.2,28,46,27.5,9,13,6.6,0,27.1,27.1,27,0,6242017,0,Summer
6262017,95,80.4,66,65,48.7,44,56,34.9,20,17,9.9,3,27,26.9,26.8,0,6252017,0,Summer
6272017,89,76.2,62,52,46.7,40,65,38.6,19,18,8.6,0,27,26.9,26.8,0.12,6262017,0,Summer
6282017,84,73.5,63,49,37.8,25,60,31.5,12,16,7.8,0,26.9,26.9,26.8,0,6272017,0,Summer
6292017,83,70.8,56,43,39,37,53,33.3,20,20,8.4,0,27.1,27,26.9,0,6282017,0,Summer
6302017,89,75.6,59,44,40.3,34,55,31,14,13,7.2,0,27.1,27.1,27,0,6292017,0,Summer
712017,94,80.1,64,51,43.7,35,48,30,13,10,5,0,27,26.9,26.9,0,6302017,0,Summer
722017,96,80.8,66,52,47.2,42,52,33.6,16,12,5.5,0,27,26.9,26.9,0,712017,0,Summer
732017,96,81.4,66,53,47.5,44,52,32.4,17,15,7.7,0,27.1,27,27,0,722017,0,Summer
742017,101,82.4,64,51,47.1,43,50,31.5,15,10,4.9,0,27.1,27,26.9,0,732017,0,Summer
752017,99,84.3,68,51,45.5,37,52,28.6,12,12,6.5,0,27.1,27,26.9,0,742017,0,Summer
762017,101,85.8,69,45,41,35,39,23.1,11,10,6.2,0,27.2,27.1,27.1,0,752017,0,Summer
772017,101,87.7,72,51,44.9,42,37,24,13,13,7,0,27.1,27.1,27,0,762017,0,Summer
782017,103,87.5,70,54,49.3,45,47,28.5,14,10,6.2,0,27.1,27,26.9,0,772017,0,Summer
792017,101,89.6,74,51,47.7,41,45,24.8,13,15,6.7,0,27,26.9,26.9,0,782017,0,Summer
7102017,94,82.8,68,50,46,43,42,28.6,18,13,7.4,0,27,26.9,26.9,0,792017,0,Summer
7112017,90,77.5,61,49,38.8,35,47,26.8,15,15,9.4,3,27,27,26.9,0,7102017,0,Summer
7122017,97,80.9,62,45,41.4,38,46,26.7,14,14,5.3,0,27,27,26.9,0,7112017,0,Summer
7132017,100,85.8,72,48,43.2,40,37,23.8,13,13,6.6,0,27.1,27,26.9,0,7122017,0,Summer
7142017,101,85.8,68,52,48.5,44,53,29.4,15,9,5.3,0,27.1,27.1,27,0,7132017,0,Summer
7152017,99,86.6,69,53,47.6,43,49,27,15,16,8.2,0,27.1,27,26.9,0,7142017,0,Summer
7162017,91,78.8,66,49,40.4,29,43,27.6,11,13,9,5,27.1,27,26.9,0,7152017,0,Summer
7172017,93,76.2,61,44,39.6,36,50,29.9,14,14,7.5,0,27,26.9,26.9,0,7162017,0,Summer
7182017,94,79.7,61,43,40.1,36,46,26.7,13,9,5.2,3,27,27,26.9,0,7172017,0,Summer
7192017,95,80.2,63,45,39.5,33,48,26.2,11,13,6.3,0,27.1,27,26.9,0,7182017,0,Summer
7202017,91,78.8,62,45,39.3,34,41,25.7,15,17,8.2,0,27.1,27,26.9,0,7192017,0,Summer
7212017,94,76.8,58,48,41.4,35,58,32.1,13,18,6.9,0,27.1,27.1,27,0,7202017,0,Summer
7222017,94,77.5,60,45,40.4,33,52,30.1,12,16,6.4,0,27.2,27.1,27,0,7212017,0,Summer
7232017,98,81.3,65,46,40.7,36,40,25.3,12,12,5,0,27.1,27,26.9,0,7222017,0,Summer
7242017,98,82.6,70,54,45.2,39,40,27.5,16,15,7.1,0,27,26.9,26.9,0,7232017,0,Summer
7252017,94,82.6,73,50,48.2,45,44,31.1,20,13,6.7,0,27,27,26.9,0,7242017,0,Summer
7262017,92,81.9,72,58,52.4,49,61,37.3,24,15,8.3,0,27.1,27.1,27,0,7252017,0,Summer
7272017,93,80.7,69,54,49.2,41,57,36.2,17,10,4.4,0,27.1,27.1,27,0.02,7262017,0,Summer
7282017,98,86.6,69,53,45.1,36,44,25.1,11,16,6.1,0,27.1,27,27,0,7272017,0,Summer
7292017,100,84.9,69,48,44.5,37,44,25.9,11,13,6.6,0,27.1,27,27,0,7282017,0,Summer
7302017,98,84.1,68,52,47,43,43,28.8,16,14,5.4,0,27.2,27.1,27.1,0,7292017,0,Summer
